,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
2949,708425,205,30.5373,30.5486,853.788,3489.394,0.0113,2635.606,-49.83,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2950,708425,206,30.5841,30.5922,1057.955,3804.924,0.0081,2746.97,-47.9,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2951,708425,207,30.6228,30.6309,853.788,4120.455,0.0081,3266.667,-46.86,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2952,708425,208,30.6632,30.6729,835.227,4157.576,0.0097,3322.348,-44.06,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2953,708425,209,30.7035,30.7132,928.03,4454.545,0.0097,3526.515,-43.77,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2954,708425,210,30.7487,30.7584,835.227,4343.182,0.0097,3507.955,-45.01,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2955,708425,211,30.7874,30.8036,946.591,4343.182,0.0161,3396.591,-45.46,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2956,708425,212,30.8294,30.8439,965.152,4343.182,0.0145,3378.03,-46.19,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2957,708425,213,30.8714,30.881,1150.758,4435.985,0.0097,3285.227,-43.15,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2958,708425,214,30.9101,30.9214,946.591,4417.424,0.0113,3470.833,-44.43,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2959,708425,215,30.9521,30.9633,1002.273,4491.667,0.0113,3489.394,-44.25,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2960,708425,216,30.9892,31.0037,965.152,4343.182,0.0145,3378.03,-44.33,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2961,708425,217,31.0311,31.0424,946.591,4324.621,0.0113,3378.03,-45.29,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2962,708425,218,31.0715,31.0828,1076.515,4473.106,0.0113,3396.591,-43.5,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2963,708425,219,31.1102,31.1247,946.591,4157.576,0.0145,3210.985,-43.13,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2964,708425,220,31.1505,31.1651,1039.394,4157.576,0.0145,3118.182,-43.55,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2965,708425,221,31.1861,31.1973,909.47,4101.894,0.0113,3192.424,-44.7,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2966,708425,222,31.2264,31.2409,1095.076,4306.061,0.0145,3210.985,-44.91,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2967,708425,223,31.2684,31.2813,928.03,4268.939,0.0129,3340.909,-46.64,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2968,708425,224,31.3087,31.3184,909.47,4473.106,0.0097,3563.636,-46.94,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2969,708425,225,31.349,31.3636,965.152,4009.091,0.0145,3043.939,-49.53,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2970,708425,226,31.391,31.4007,983.712,4343.182,0.0097,3359.47,-53.13,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2971,708425,227,31.4297,31.441,890.909,3248.106,0.0113,2357.197,-54.02,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2972,708425,228,31.4652,31.4733,1002.273,3433.712,0.0081,2431.439,-52.54,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2973,708425,229,31.504,31.5153,1057.955,3285.227,0.0113,2227.273,-50.83,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2974,708425,230,31.5395,31.5524,1002.273,3303.788,0.0129,2301.515,-51.93,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2975,708425,231,31.5798,31.5927,983.712,3452.273,0.0129,2468.561,-52.14,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2976,708425,232,31.6185,31.6315,890.909,3415.152,0.0129,2524.242,-50.51,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2977,708425,233,31.6589,31.667,928.03,3415.152,0.0081,2487.121,-48.15,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2978,708425,234,31.6944,31.7057,1020.833,3526.515,0.0113,2505.682,-50.25,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2979,708425,235,31.7315,31.7428,928.03,3489.394,0.0113,2561.364,-48.52,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2980,708425,236,31.7702,31.7815,983.712,3359.47,0.0113,2375.758,-46.65,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2981,708425,237,31.8057,31.8203,890.909,4064.773,0.0145,3173.864,-44.56,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2982,708425,238,31.8477,31.8558,890.909,4677.273,0.0081,3786.364,-40.96,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2983,708425,239,31.8864,31.8977,1039.394,4547.348,0.0113,3507.955,-42.44,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2984,708425,240,31.9252,31.9397,1076.515,4584.47,0.0145,3507.955,-44.06,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2985,708425,241,31.9655,31.9833,983.712,4881.439,0.0178,3897.727,-44.16,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2986,708425,242,32.0139,32.0236,946.591,4565.909,0.0097,3619.318,-42.88,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2987,708425,243,32.0559,32.064,1039.394,4547.348,0.0081,3507.955,-44.03,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2988,708425,244,32.0978,32.1075,1002.273,4194.697,0.0097,3192.424,-46.46,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2989,708425,245,32.1446,32.1527,1020.833,4231.818,0.0081,3210.985,-45.94,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2990,708425,246,32.1866,32.1995,1113.636,4324.621,0.0129,3210.985,-46.43,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2991,708425,247,34.525,34.5379,955.925,2995.231,0.0129,2039.306,-56.14,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2992,708425,248,34.5734,34.5831,828.468,3122.688,0.0097,2294.22,-54.51,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2993,708425,249,34.617,34.6283,764.74,3218.28,0.0113,2453.54,-55.22,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2994,708425,250,34.6993,34.7122,955.925,3027.095,0.0129,2071.171,-54.22,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2995,708425,251,34.7428,34.7558,924.061,3313.873,0.0129,2389.812,-53.76,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2996,708425,252,34.7848,34.7993,764.74,3218.28,0.0145,2453.54,-50.87,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2997,708425,253,34.8284,34.8397,828.468,3122.688,0.0113,2294.22,-51.8,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2998,708425,254,34.8671,34.8784,701.012,3218.28,0.0113,2517.269,-51.24,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
2999,708425,255,34.9091,34.922,669.147,3250.145,0.0129,2580.997,-51.13,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3000,708425,256,34.9494,34.9607,796.604,3218.28,0.0113,2421.676,-48.53,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3001,708425,257,34.9881,35.0043,669.147,3250.145,0.0161,2580.997,-51.4,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3002,708425,258,35.0301,35.0446,924.061,3154.552,0.0145,2230.491,-48.16,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3003,708425,259,35.0721,35.0834,892.197,3154.552,0.0113,2262.355,-46.26,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3004,708425,260,35.114,35.1237,860.332,3282.009,0.0097,2421.676,-48.1,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3005,708425,261,35.1527,35.164,828.468,3282.009,0.0113,2453.54,-48.56,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3006,708425,262,35.1931,35.2044,892.197,3122.688,0.0113,2230.491,-47.08,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3007,708425,263,35.2334,35.2447,828.468,3250.145,0.0113,2421.676,-46.06,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3008,708425,264,35.2722,35.2851,924.061,3441.329,0.0129,2517.269,-43.69,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3009,708425,265,35.3109,35.3222,892.197,3983.02,0.0113,3090.824,-43.26,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3010,708425,266,35.3529,35.3642,701.012,4014.884,0.0113,3313.873,-44.27,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3011,708425,267,35.3932,35.4045,860.332,3983.02,0.0113,3122.688,-41.57,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3012,708425,268,35.4335,35.4465,892.197,3696.243,0.0129,2804.046,-46.31,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3013,708425,269,35.4707,35.482,924.061,3664.379,0.0113,2740.318,-43.07,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3014,708425,270,35.511,35.5271,1019.653,3696.243,0.0161,2676.59,-43.72,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3015,708425,271,35.5562,35.5691,987.789,3568.786,0.0129,2580.997,-43.31,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3016,708425,272,35.5949,35.6094,955.925,3186.416,0.0145,2230.491,-43.07,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3017,708425,273,35.6337,35.6466,860.332,3250.145,0.0129,2389.812,-45.63,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3018,708425,274,35.6724,35.6885,764.74,2963.367,0.0161,2198.627,-45.38,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3019,708425,275,35.7143,35.7273,669.147,3313.873,0.0129,2644.725,-45.12,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3020,708425,276,35.7547,35.7644,732.876,3377.601,0.0097,2644.725,-42.49,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3021,708425,277,35.795,35.8079,669.147,3377.601,0.0129,2708.454,-45.08,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3022,708425,278,35.8305,35.8434,955.925,3313.873,0.0129,2357.948,-44.18,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3023,708425,279,35.8709,35.8822,860.332,3409.465,0.0113,2549.133,-45.57,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3024,708425,280,35.9128,35.9241,860.332,3282.009,0.0113,2421.676,-43.45,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3025,708425,281,35.95,35.9629,924.061,3313.873,0.0129,2389.812,-47.33,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3026,708425,282,35.9919,36.0113,924.061,3313.873,0.0194,2389.812,-46.15,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3027,708425,283,36.0387,36.0532,860.332,3282.009,0.0145,2421.676,-49.39,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3028,708425,284,39.0226,39.0307,1051.517,2326.084,0.0081,1274.566,-51.14,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3029,708425,285,39.0646,39.0791,955.925,2198.627,0.0145,1242.702,-55.33,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3030,708425,286,39.1098,39.1178,955.925,2294.22,0.0081,1338.295,-50.66,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3031,708425,287,39.1469,39.1598,860.332,2262.355,0.0129,1402.023,-54.59,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3032,708425,288,39.1888,39.2017,955.925,2421.676,0.0129,1465.751,-54.73,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3033,708425,289,39.2308,39.2421,1019.653,2294.22,0.0113,1274.566,-54.01,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3034,708425,290,39.2695,39.2808,955.925,2294.22,0.0113,1338.295,-53.95,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3035,708425,291,39.3034,39.3212,955.925,2517.269,0.0178,1561.344,-54.49,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3036,708425,292,39.3502,39.3631,892.197,3409.465,0.0129,2517.269,-52.84,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3037,708425,293,39.3954,39.4051,828.468,3441.329,0.0097,2612.861,-50.97,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
3038,708425,294,39.4357,39.4486,860.332,3664.379,0.0129,2804.046,-52.08,Rallidae,Gruiformes,Wetlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",708425,Porzana,pusilla
